Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1495,80,RL,0.0,9638,1,0,2,Lvl,AllPub,CulDSac,2,Edwards,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3,5,368.0,3,120.0,541.0,1029.0,GasA,3,1,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,Typ,1,Attchd,1977.0,2,542.0,2,292,0,0,0,0,0,0,NA,0,11,2008,WD ,147000
2388,60,RL,108.0,13418,1,0,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1117.0,1117.0,GasA,5,1,SBrkr,1132,1320,0,2452,0.0,0.0,3,1,4,1,4,9,Typ,1,BuiltIn,2004.0,3,691.0,2,113,32,0,0,0,0,0,NA,0,9,2006,WD ,309000
938,20,RL,0.0,17597,1,0,3,Bnk,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,7,9,1971,2009,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,CBlock,4,3,1,6,803.0,5,419.0,581.0,1803.0,GasA,3,1,SBrkr,2365,0,0,2365,1.0,0.0,2,0,3,1,5,7,Min1,2,Attchd,1971.0,3,551.0,2,200,144,0,0,0,0,4,NA,0,7,2009,WD ,315000
1194,20,RL,72.0,8872,1,0,3,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,3,3,CBlock,3,3,1,5,595.0,1,0.0,317.0,912.0,GasA,5,1,SBrkr,912,0,0,912,1.0,0.0,1,0,2,1,4,5,Typ,0,Detchd,1992.0,1,576.0,2,0,240,0,0,0,0,0,NA,0,12,2008,WD ,147000
2429,120,RL,53.0,3982,1,0,3,Lvl,AllPub,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,3,6,1154.0,1,0.0,366.0,1520.0,GasA,5,1,SBrkr,1567,0,0,1567,1.0,0.0,2,0,1,1,5,7,Typ,1,Attchd,2006.0,3,648.0,2,312,0,0,0,0,0,0,NA,0,10,2006,New,264561
1937,80,RL,60.0,7134,1,0,3,Bnk,AllPub,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,384.0,1,0.0,0.0,384.0,GasA,3,1,SBrkr,1360,0,0,1360,0.0,0.0,1,0,3,1,3,6,Min1,1,Detchd,1962.0,1,572.0,2,0,50,0,0,0,0,3,NA,0,2,2007,WD ,130000
1847,160,FV,0.0,2117,1,0,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,436.0,1,0.0,320.0,756.0,GasA,5,1,SBrkr,769,756,0,1525,0.0,0.0,2,1,3,1,4,5,Typ,1,Detchd,2000.0,1,440.0,2,0,0,0,0,0,0,0,NA,0,6,2007,WD ,177000
1550,50,RM,58.0,8155,1,0,3,Lvl,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,780.0,780.0,GasA,4,1,FuseA,780,420,0,1200,0.0,0.0,1,0,4,1,3,7,Typ,0,NA,0.0,0,0.0,2,0,0,96,0,0,0,0,NA,0,7,2008,WD ,119000
2705,20,RL,50.0,5500,1,0,3,Lvl,AllPub,Inside,2,SWISU,Norm,Norm,1Fam,1Story,7,5,2004,2004,Shed,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,4,2,6,510.0,2,373.0,190.0,1073.0,GasA,5,1,SBrkr,1073,0,0,1073,1.0,0.0,2,0,2,1,3,4,Typ,0,Detchd,2004.0,1,246.0,2,0,120,0,0,0,0,0,NA,0,5,2006,WD ,157000
2713,20,RL,0.0,11553,1,0,2,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,3,3,CBlock,3,3,1,4,673.0,1,0.0,378.0,1051.0,GasA,3,1,SBrkr,1159,0,0,1159,0.0,0.0,1,1,3,1,3,7,Typ,1,Attchd,1968.0,1,336.0,2,466,0,0,0,0,0,0,NA,0,7,2006,WD ,158000
1938,50,RL,55.0,7150,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,3,150.0,1,0.0,1040.0,1190.0,GasA,4,1,SBrkr,1040,500,0,1540,1.0,0.0,1,0,4,1,2,7,Typ,0,Detchd,2002.0,1,352.0,2,0,0,0,0,0,0,0,NA,0,8,2007,WD ,115000
1819,20,RL,64.0,6285,1,0,3,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,2,138.0,3,351.0,405.0,894.0,GasA,3,1,SBrkr,894,0,0,894,1.0,0.0,1,0,2,1,3,5,Typ,0,Detchd,1979.0,1,308.0,2,192,0,0,0,0,0,0,NA,0,3,2007,WD ,120750
23,60,FV,0.0,7500,1,0,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,533.0,1,0.0,281.0,814.0,GasA,5,1,SBrkr,814,860,0,1674,1.0,0.0,2,1,3,1,4,7,Typ,0,Attchd,2000.0,2,663.0,2,0,96,0,0,0,0,0,NA,0,1,2010,WD ,216000
2289,160,RM,21.0,2001,1,0,3,Lvl,AllPub,Inside,2,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,546.0,546.0,GasA,2,1,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,3,6,Typ,0,Attchd,1970.0,1,286.0,2,0,0,0,0,0,0,0,NA,0,1,2007,WD ,75000
1156,20,RL,95.0,19508,1,0,3,Lvl,AllPub,Inside,2,Veenker,Norm,Norm,1Fam,1Story,6,5,1974,1974,Gable,CompShg,HdBoard,ImStucc,BrkFace,144.0,3,3,CBlock,3,3,3,5,800.0,1,0.0,630.0,1430.0,GasA,3,1,SBrkr,1430,0,0,1430,0.0,1.0,2,0,3,1,3,6,Typ,2,Attchd,1974.0,1,484.0,2,117,108,165,0,0,0,0,NA,0,7,2008,WD ,192000
2717,80,RL,0.0,7176,1,0,2,Lvl,AllPub,CulDSac,2,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,CBlock,3,4,4,6,794.0,1,0.0,166.0,960.0,GasA,2,1,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,3,6,Typ,1,Detchd,1979.0,1,616.0,2,131,0,0,0,180,0,4,NA,0,7,2006,WD ,160500
2101,20,RL,91.0,10652,1,0,2,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1494.0,1494.0,GasA,5,1,SBrkr,1494,0,0,1494,0.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,2006.0,2,840.0,2,160,33,0,0,0,0,0,NA,0,8,2007,New,279500
1377,85,RL,0.0,11235,1,0,3,Lvl,AllPub,Corner,2,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,None,0.0,3,3,CBlock,4,3,3,5,784.0,1,0.0,197.0,981.0,GasA,3,1,SBrkr,1075,0,0,1075,1.0,0.0,1,0,3,1,4,6,Typ,0,Detchd,1996.0,1,440.0,2,64,0,0,0,64,0,3,NA,0,5,2008,WD ,148000
1381,20,RL,68.0,10265,1,0,2,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2005,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,CBlock,3,3,1,5,758.0,1,0.0,234.0,992.0,GasA,5,1,SBrkr,992,0,0,992,1.0,0.0,1,0,3,1,4,6,Typ,0,Attchd,1967.0,2,294.0,2,204,0,0,0,0,0,3,Shed,600,7,2008,WD ,145000
2502,60,RL,0.0,14541,1,0,2,Lvl,AllPub,Corner,2,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,PConc,4,4,1,6,1012.0,1,0.0,326.0,1338.0,GasA,5,1,SBrkr,1352,1168,0,2520,1.0,0.0,2,1,5,1,4,10,Typ,1,Attchd,1993.0,2,796.0,2,209,55,0,0,0,0,0,NA,0,11,2006,WD ,310000
2609,80,RL,83.0,10184,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,379.0,3,3,CBlock,3,3,3,5,580.0,1,0.0,503.0,1083.0,GasA,3,1,SBrkr,1146,0,0,1146,0.0,1.0,1,0,3,1,3,6,Typ,1,Attchd,1963.0,1,294.0,2,345,75,0,0,0,0,0,NA,0,6,2006,WD ,165000
505,60,RL,52.0,46589,1,0,1,Lvl,AllPub,CulDSac,2,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,4,3,PConc,4,4,1,6,1361.0,3,180.0,88.0,1629.0,GasA,5,1,SBrkr,1686,762,0,2448,1.0,0.0,2,1,4,1,4,8,Typ,1,Attchd,1994.0,2,711.0,2,517,76,0,0,0,0,0,NA,0,7,2009,WD ,402000
1126,60,FV,85.0,10625,1,0,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1026.0,1026.0,GasA,5,1,SBrkr,1026,932,0,1958,0.0,0.0,2,1,3,1,4,9,Typ,1,Attchd,2005.0,3,936.0,2,154,210,0,0,0,0,0,NA,0,7,2008,WD ,250000
2914,180,RM,21.0,1470,1,0,3,Lvl,AllPub,Inside,2,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,6,522.0,1,0.0,108.0,630.0,GasA,3,1,SBrkr,630,0,0,630,1.0,0.0,1,0,1,1,3,3,Typ,0,NA,0.0,0,0.0,2,0,0,0,0,0,0,0,NA,0,4,2006,WD ,73000
393,90,RL,60.0,9000,1,0,3,Lvl,AllPub,FR2,2,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,896.0,896.0,GasA,3,1,SBrkr,896,896,0,1792,0.0,0.0,2,2,4,2,3,8,Typ,0,NA,0.0,0,0.0,2,32,45,0,0,0,0,0,NA,0,9,2009,WD ,136000
2405,120,RL,48.0,5911,1,0,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,278.0,5,3,PConc,5,3,1,6,472.0,1,0.0,1088.0,1560.0,GasA,5,1,SBrkr,1565,0,0,1565,1.0,0.0,2,0,2,1,5,6,Typ,1,Attchd,2005.0,2,556.0,2,196,56,0,0,0,0,0,NA,0,3,2006,WD ,282500
67,20,RL,73.0,8987,1,0,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1595.0,1595.0,GasA,5,1,SBrkr,1595,0,0,1595,0.0,0.0,2,0,2,1,4,6,Typ,1,Attchd,2005.0,2,880.0,2,144,0,0,0,0,0,0,NA,0,5,2010,WD ,221500
2227,20,RL,0.0,17871,1,0,1,Lvl,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1680.0,1680.0,GasA,4,1,SBrkr,1680,0,0,1680,0.0,0.0,2,0,4,1,4,7,Typ,0,Attchd,1996.0,1,628.0,2,152,0,0,0,0,0,0,NA,0,6,2007,WD ,170000
669,20,RL,77.0,11500,1,0,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,3,2,1,4,872.0,3,60.0,108.0,1040.0,GasA,4,1,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,3,6,Min1,1,Attchd,1967.0,2,480.0,2,0,0,156,0,0,0,3,NA,0,5,2009,WD ,163000
1772,60,RL,65.0,12257,1,0,2,Lvl,AllPub,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,4,3,PConc,4,3,3,2,56.0,5,64.0,1198.0,1318.0,GasA,5,1,SBrkr,1328,1203,0,2531,0.0,0.0,2,1,4,1,4,9,Typ,1,Attchd,1995.0,2,752.0,2,222,98,0,0,0,0,0,NA,0,11,2007,WD ,290000
1775,60,RL,82.0,9044,1,0,2,Lvl,AllPub,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,526.0,4,4,PConc,4,3,1,6,1225.0,1,0.0,100.0,1325.0,GasA,5,1,SBrkr,1335,1203,0,2538,0.0,0.0,2,1,4,1,4,8,Typ,1,Attchd,1996.0,2,933.0,2,198,92,0,0,0,0,0,NA,0,5,2007,WD ,330000
403,160,RM,21.0,1680,1,0,3,Lvl,AllPub,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,3,CBlock,3,3,1,4,254.0,1,0.0,229.0,483.0,GasA,3,1,SBrkr,483,504,0,987,1.0,0.0,1,1,2,1,3,5,Typ,0,Detchd,1973.0,1,264.0,2,0,0,0,0,0,0,0,NA,0,7,2009,WD ,111000
2792,60,RL,45.0,9468,1,0,1,Lvl,AllPub,CulDSac,2,CollgCr,Norm,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,3,3,PConc,4,3,2,6,639.0,1,0.0,201.0,840.0,GasA,5,1,SBrkr,840,915,0,1755,1.0,0.0,2,1,3,1,3,7,Typ,1,Attchd,1999.0,2,530.0,2,176,73,0,0,0,0,0,NA,0,8,2006,WD ,214000
1247,20,RL,102.0,9373,1,0,2,Lvl,AllPub,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84.0,3,3,CBlock,3,3,1,3,500.0,2,196.0,456.0,1152.0,GasA,3,1,SBrkr,1152,0,0,1152,0.0,0.0,1,1,3,1,3,6,Typ,0,Detchd,1971.0,1,636.0,2,0,0,0,0,0,0,0,NA,0,5,2008,WD ,137500
384,60,FV,70.0,7000,1,0,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,2,6,622.0,1,0.0,304.0,926.0,GasA,5,1,SBrkr,1016,868,0,1884,1.0,0.0,2,1,3,1,5,7,Typ,1,Attchd,2003.0,2,581.0,2,0,35,0,0,0,0,0,NA,0,6,2009,WD ,240900
91,60,RL,107.0,10186,1,0,2,Lvl,AllPub,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,674.0,1,0.0,76.0,750.0,GasA,5,1,SBrkr,1061,862,0,1923,1.0,0.0,2,1,3,1,4,8,Typ,1,Attchd,1992.0,2,564.0,2,240,39,0,0,0,0,0,NA,0,6,2010,WD ,190000
863,20,RL,90.0,11664,1,0,3,Lvl,AllPub,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,1234.0,1,0.0,335.0,1569.0,GasA,5,1,SBrkr,1611,0,0,1611,1.0,0.0,2,0,3,1,4,6,Typ,0,Attchd,2002.0,2,1231.0,2,262,93,0,0,0,0,0,NA,0,9,2009,WD ,250000
1857,20,RL,90.0,10768,1,0,2,Lvl,AllPub,Corner,2,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,4,4,CBlock,4,3,4,5,1157.0,1,0.0,280.0,1437.0,GasA,3,1,SBrkr,1437,0,0,1437,1.0,0.0,2,0,3,1,4,6,Typ,1,Attchd,1976.0,2,528.0,2,0,21,0,0,180,0,0,NA,0,7,2007,WD ,218000
1870,60,RL,78.0,10530,1,0,3,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,2Story,7,6,1993,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,194.0,4,3,PConc,4,3,1,6,819.0,1,0.0,329.0,1148.0,GasA,5,1,SBrkr,1091,984,0,2075,1.0,0.0,2,1,3,1,4,8,Typ,1,Attchd,1993.0,1,473.0,2,235,86,0,0,0,0,0,NA,0,8,2007,WD ,255000
2318,20,RL,50.0,14859,1,0,2,HLS,AllPub,CulDSac,2,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1670.0,1670.0,GasA,5,1,SBrkr,1670,0,0,1670,0.0,0.0,2,0,3,1,4,7,Typ,1,Attchd,2006.0,2,690.0,2,144,60,0,0,0,0,0,NA,0,8,2006,New,240000
2100,20,RL,93.0,10481,1,0,2,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,2140.0,2140.0,GasA,5,1,SBrkr,2140,0,0,2140,0.0,0.0,2,1,3,1,4,8,Typ,0,Attchd,2006.0,3,894.0,2,136,32,0,0,0,0,0,NA,0,6,2007,New,360000
1213,80,RL,85.0,9350,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,4,PConc,3,3,4,5,633.0,1,0.0,586.0,1219.0,GasA,4,1,SBrkr,1265,0,0,1265,0.0,1.0,2,0,3,1,4,6,Typ,1,Attchd,1965.0,2,502.0,2,0,92,0,96,0,0,3,NA,0,10,2008,WD ,179900
2046,50,RL,138.0,18030,1,0,2,Bnk,AllPub,Inside,2,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,152.0,4,469.0,977.0,1598.0,GasA,3,1,SBrkr,1636,971,479,3086,0.0,0.0,3,0,3,1,5,12,Maj1,1,NA,0.0,0,0.0,2,122,0,0,0,0,0,3,NA,0,3,2007,WD ,200500
710,50,RM,50.0,5925,1,0,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,600.0,600.0,Grav,2,0,SBrkr,600,368,0,968,0.0,0.0,1,0,2,1,3,6,Typ,0,NA,0.0,0,0.0,2,0,0,0,0,0,0,2,NA,0,5,2009,WD ,37900
2268,20,RL,0.0,6718,1,0,2,Lvl,AllPub,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,86.0,4,3,PConc,5,3,2,6,250.0,1,0.0,1017.0,1267.0,GasA,5,1,SBrkr,1312,0,0,1312,0.0,0.0,2,0,2,1,4,5,Typ,0,Attchd,2001.0,1,471.0,2,256,28,0,0,0,0,0,NA,0,1,2007,WD ,180500
816,90,RL,0.0,11855,1,0,3,Lvl,AllPub,Inside,2,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,3,3,PConc,5,3,1,6,820.0,1,0.0,348.0,1168.0,GasA,5,1,SBrkr,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,Typ,2,BuiltIn,2000.0,3,820.0,2,312,0,0,0,0,0,0,NA,0,10,2009,WD ,269500
1616,60,RL,0.0,12394,1,0,2,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,4,1,0.0,1,0.0,847.0,847.0,GasA,5,1,SBrkr,847,886,0,1733,0.0,0.0,2,1,3,1,4,7,Typ,1,BuiltIn,2003.0,3,433.0,2,100,48,0,0,0,0,0,NA,0,10,2007,WD ,225000
2233,50,RM,50.0,7000,1,0,3,Lvl,AllPub,Corner,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,375.0,1,0.0,345.0,720.0,GasA,4,1,FuseA,720,495,0,1215,0.0,0.0,1,0,3,1,4,6,Typ,0,Detchd,1965.0,3,720.0,2,0,0,30,0,0,0,3,NA,0,5,2007,WD ,141000
439,20,RL,87.0,10367,1,0,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,284.0,5,3,PConc,5,3,2,6,1015.0,1,0.0,724.0,1739.0,GasA,5,1,SBrkr,1743,0,0,1743,1.0,0.0,2,0,3,1,5,8,Typ,1,Attchd,2008.0,2,927.0,2,168,45,0,0,0,0,0,NA,0,6,2009,ConLI,335000
260,20,RL,38.0,15240,1,0,2,Lvl,AllPub,FR2,2,CollgCr,Norm,Norm,1Fam,1Story,5,8,1977,2004,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,4,CBlock,4,3,1,6,198.0,3,688.0,140.0,1026.0,GasA,5,1,SBrkr,1026,0,0,1026,1.0,0.0,1,1,3,1,3,5,Typ,0,Attchd,1977.0,1,308.0,2,316,85,0,0,0,0,3,NA,0,6,2010,WD ,150000
2523,20,RL,68.0,50271,1,0,2,Low,AllPub,Inside,2,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,4,3,CBlock,5,3,4,6,1810.0,1,0.0,32.0,1842.0,GasA,4,1,SBrkr,1842,0,0,1842,2.0,0.0,0,1,0,1,4,5,Typ,1,Attchd,1981.0,3,894.0,2,857,72,0,0,0,0,0,NA,0,11,2006,WD ,385000
627,60,RL,85.0,13600,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,3,CBlock,3,3,1,4,454.0,1,0.0,314.0,768.0,GasA,3,1,SBrkr,1186,800,0,1986,0.0,0.0,2,1,3,1,3,7,Typ,3,Attchd,1965.0,1,486.0,2,0,42,0,0,189,0,0,NA,0,10,2009,WD ,205000
251,20,RL,64.0,6762,1,0,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,24.0,4,3,PConc,4,3,3,6,686.0,1,0.0,501.0,1187.0,GasA,5,1,SBrkr,1208,0,0,1208,1.0,0.0,2,0,2,1,4,6,Typ,0,Attchd,2006.0,2,632.0,2,105,61,0,0,0,0,0,NA,0,2,2010,WD ,206000
2163,20,RL,63.0,8500,1,0,3,Lvl,AllPub,FR2,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1422.0,1422.0,GasA,5,1,SBrkr,1422,0,0,1422,0.0,0.0,2,0,3,1,4,7,Typ,0,Attchd,2004.0,2,626.0,2,192,60,0,0,0,0,0,NA,0,11,2007,WD ,179600
2819,20,RL,67.0,8877,1,0,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,2,1,2,836.0,1,0.0,0.0,836.0,GasA,3,1,FuseF,1220,0,0,1220,0.0,0.0,1,0,2,1,3,6,Typ,0,Detchd,1951.0,1,396.0,2,0,0,0,0,0,0,0,NA,0,4,2006,COD,102000
1025,20,RL,0.0,15611,1,0,2,Lvl,AllPub,Corner,2,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,5,767.0,2,93.0,266.0,1126.0,GasA,3,1,SBrkr,1126,0,0,1126,0.0,1.0,2,0,3,1,5,6,Typ,0,Attchd,1977.0,2,540.0,2,180,0,0,0,0,0,0,NA,0,3,2008,WD ,175000
2592,20,RL,70.0,13300,1,0,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,None,0.0,3,3,CBlock,3,3,1,3,494.0,1,0.0,521.0,1015.0,GasA,4,1,SBrkr,1384,0,0,1384,1.0,0.0,1,0,2,1,3,6,Min1,0,Attchd,2001.0,1,896.0,2,75,0,0,323,0,0,0,Shed,400,6,2006,WD ,159000
